metric_id,campaign_id,measurement_date,impressions,unique_impressions,clicks,unique_clicks,conversions,conversion_value,acquisition_cost,cost_per_click,cost_per_conversion,revenue_generated,profit,roi_score,roas,customer_acquisition_cost,lifetime_value_generated,attribution_model,benchmark_roi,performance_vs_benchmark
ROI44206,CMP19381,2025-08-31,44953927,31049735,798931,680058,87638,3051204608,3782741,4.73,43.16,2493739290,2489956549,65824.14,659.24,43.16,36043318450,Time Decay,2.12,At
ROI44207,CMP12690,2024-12-19,25356463,19625377,1495494,1065845,238891,3670321324,3718720,2.49,15.57,2494022040,2490303320,66966.68,670.67,15.57,81989302328,Linear,4.07,At
ROI44208,CMP11554,2024-04-09,59046541,40372058,8144374,6143446,1415205,29083877955,4468733,0.55,3.16,32694065910,32689597177,731518.24,7316.18,3.16,452271213900,First Click,1.97,At
ROI44209,CMP19604,2023-03-11,2501356,2019506,39758,32594,3339,98921214,340748,8.57,102.05,97682445,97341697,28567.06,286.67,102.05,1049157207,Linear,4.76,Above
ROI44210,CMP19396,2024-01-10,23318385,18980228,446488,352592,34036,955152268,2407452,5.39,70.73,717274664,714867212,29693.93,297.94,70.73,16388231892,Position Based,4.32,At
ROI44211,CMP19030,2023-07-15,1043669,871649,60431,43160,14819,327114606,253132,4.19,17.08,469302911,469049779,185298.49,1853.98,17.08,3706898755,Time Decay,1.87,Above
ROI44212,CMP11338,2024-09-12,47864696,42543451,3437715,2663931,269065,5144253735,4254261,1.24,15.81,3615695470,3611441209,84889.98,849.9,15.81,17892553435,Linear,4.1,At
ROI44213,CMP12481,2025-12-24,70277668,46915364,2526698,2270855,348823,5543146293,4830503,1.91,13.85,9161138449,9156307946,189551.85,1896.52,13.85,75851910173,First Click,1.95,Below
ROI44214,CMP11760,2023-12-31,17526484,15726810,1768122,1532055,342579,9673403223,2083408,1.18,6.08,16734298992,16732215584,803117.56,8032.18,6.08,111338517579,Linear,2.58,At
ROI44215,CMP18616,2023-04-17,3501673,2206745,571795,465664,30623,218158252,547389,0.96,17.88,191363127,190815738,34859.26,349.59,17.88,4849213296,First Click,1.82,Below
ROI44216,CMP16528,2023-04-30,1135164,807445,110810,99189,14168,363239184,359656,3.25,25.39,254386440,254026784,70630.49,707.3,25.39,4712404312,Last Click,4.05,Above
ROI44217,CMP12998,2025-12-16,38022654,29630203,2153851,1692912,250936,11605790000,2681526,1.24,10.69,11677557696,11674876170,435381.8,4354.82,10.69,42725367104,Position Based,3.31,Above
ROI44218,CMP18635,2025-11-22,53665993,42321296,3250506,2651198,327319,13614506486,3674454,1.13,11.23,10327569088,10323894634,280964.05,2810.64,11.23,26426426784,Last Click,4.36,At
ROI44219,CMP14362,2023-03-26,24983532,16386370,2772912,2000990,457038,7569006318,1812449,0.65,3.97,5599172538,5597360089,308828.56,3089.29,3.97,221215989798,Linear,1.69,Below
ROI44220,CMP17353,2025-04-29,40860104,34006480,2865381,2140579,242067,11814322002,3881469,1.35,16.03,3440982405,3437100936,88551.55,886.52,16.03,30850470882,Last Click,2.79,Above
ROI44221,CMP19411,2025-08-13,9068879,7790760,379839,355010,44363,1500711564,1158551,3.05,26.12,1031750291,1030591740,88955.23,890.55,26.12,8824732323,Linear,4.02,Above
ROI44222,CMP14461,2024-03-01,19673094,15571241,1103291,812198,212982,9500275092,1925880,1.75,9.04,10372436382,10370510502,538481.66,5385.82,9.04,71858422944,First Click,2.63,Above
ROI44223,CMP10482,2025-02-12,18235920,14846299,1373285,1218579,129115,2595727960,1834826,1.34,14.21,6213013800,6211178974,338515.97,3386.16,14.21,47526585925,First Click,4.28,Above
ROI44224,CMP13672,2025-02-03,64069508,56666289,1234893,985247,197092,2988111812,4364614,3.53,22.15,6394847032,6390482418,146415.75,1465.16,22.15,12235865544,Position Based,2.91,Above
ROI44225,CMP16510,2026-02-09,28216134,19526867,2491740,2122065,158943,5103023958,3192080,1.28,20.08,2019052929,2015860849,63151.95,632.52,20.08,41297206032,First Click,2.77,Above
ROI44226,CMP10553,2025-12-07,4133930,3175137,313535,232269,66051,853114716,1432646,4.57,21.69,3129364278,3127931632,218332.49,2184.32,21.69,19036492659,Position Based,3.75,Below
ROI44227,CMP15076,2024-07-19,8209140,5339223,582015,470098,81450,1543558950,698956,1.2,8.58,1829529900,1828830944,261651.8,2617.52,8.58,32216244300,Last Click,2.46,Below
ROI44228,CMP16827,2025-09-25,5629255,4891947,247361,216418,34053,1011884895,1776117,7.18,52.16,687427911,685651794,38603.98,387.04,52.16,6651470331,Time Decay,3.43,Above
ROI44229,CMP17797,2024-02-07,21577422,17662181,2905701,2337908,265493,9852976216,4928911,1.7,18.57,11412482098,11407553187,231441.65,2315.42,18.57,70876542266,Position Based,4.8,Above
ROI44230,CMP18372,2024-01-25,3147430,2374018,179134,130032,26336,405179360,735503,4.11,27.93,1024891776,1024156273,139245.7,1393.46,27.93,11703718400,Position Based,4.5,Above
ROI44231,CMP13002,2026-03-02,41594295,28590086,3197760,2627410,262522,3509919140,3466813,1.08,13.21,4239992822,4236526009,122202.32,1223.02,13.21,115890599422,First Click,2.08,At
ROI44232,CMP19759,2023-08-24,16543250,11275688,599839,435732,80858,2273484386,2398477,4.0,29.66,526547296,524148819,21853.4,219.53,29.66,14900916530,Linear,3.98,Below
ROI44233,CMP15297,2024-07-15,29947815,18098154,2424499,2048756,282436,9252885796,4848386,2.0,17.17,6134509920,6129661534,126426.85,1265.27,17.17,74247058116,Last Click,1.97,Above
ROI44234,CMP19298,2025-02-02,22517215,19918788,2086531,1708800,281236,5695872708,2104445,1.01,7.48,8527919228,8525814783,405133.65,4052.34,7.48,18109348512,Last Click,2.73,Above
ROI44235,CMP10839,2025-11-12,17322014,12098666,1786869,1597102,143558,6084131598,3015804,1.69,21.01,5927079146,5924063342,196433.96,1965.34,21.01,67310757250,Last Click,1.71,Above
ROI44236,CMP12445,2023-04-10,48343493,32644085,3726336,3392300,559690,27251306100,3600105,0.97,6.43,18250371520,18246771415,506839.98,5069.4,6.43,267070075750,Position Based,4.47,Above
ROI44237,CMP18390,2025-03-20,36564139,22774332,1153560,1025471,73002,1648093152,2417476,2.1,33.12,3243551862,3241134386,134071.01,1341.71,33.12,33254674062,Position Based,3.45,At
ROI44238,CMP19743,2023-04-18,2469265,1715282,264672,227532,60421,2768490220,316751,1.2,5.24,1482247972,1481931221,467853.68,4679.54,5.24,12335128413,Time Decay,4.55,Below
ROI44239,CMP14702,2023-06-07,37566159,33495629,853182,703140,130135,2107536325,4697472,5.51,36.1,2290766405,2286068933,48665.94,487.66,36.1,56521404415,Time Decay,3.38,Below
ROI44240,CMP16165,2024-01-29,30577469,27288402,1341969,1016323,308691,4096020879,2679243,2.0,8.68,8564014413,8561335170,319543.06,3196.43,8.68,63225164547,Linear,3.19,Above
ROI44241,CMP17764,2024-03-04,8709373,6825073,832083,608150,90677,1527544742,1851156,2.22,20.41,4361835731,4359984575,235527.67,2356.28,20.41,22278341453,Position Based,3.69,Below
ROI44242,CMP14103,2024-03-08,61631351,54624311,3871049,2788567,762243,22435860462,4184559,1.08,5.49,30735924489,30731739930,734408.09,7345.08,5.49,291465716097,Linear,1.85,At
ROI44243,CMP12027,2023-12-31,9835779,7216326,986807,763718,110787,3348426288,768358,0.78,6.94,3021604638,3020836280,393154.79,3932.55,6.94,6237197313,Linear,4.91,At
ROI44244,CMP15563,2026-03-28,4266808,2610707,174128,153019,29593,518587732,408054,2.34,13.79,1432597130,1432189076,350980.28,3510.8,13.79,11905352679,Time Decay,3.8,Above
ROI44245,CMP17569,2025-01-09,29153531,22859419,2843891,2639153,206949,6733085715,4685126,1.65,22.64,3003864735,2999179609,64014.92,641.15,22.64,98784828711,Time Decay,4.12,At
ROI44246,CMP14346,2024-06-10,3507082,2736833,166598,129559,30884,1040327540,355461,2.13,11.51,1070532092,1070176631,301067.24,3011.67,11.51,10910020072,First Click,2.21,Below
ROI44247,CMP13194,2024-05-12,44772165,34081853,1784255,1673275,443657,8120254071,4730189,2.65,10.66,20453475014,20448744825,432302.91,4324.03,10.66,157829646779,Time Decay,2.2,Above
ROI44248,CMP17784,2024-05-15,16543510,11078242,337609,244811,70426,1277316362,1220630,3.62,17.33,1777763518,1776542888,145543.11,1456.43,17.33,5193776648,Last Click,4.57,Above
ROI44249,CMP10240,2023-03-18,31687843,28245256,937228,696298,96218,2966882030,2344244,2.5,24.36,3913570932,3911226688,166843.84,1669.44,24.36,30107766816,Position Based,2.72,At
ROI44250,CMP11433,2025-03-13,44763030,30368887,2364089,1788825,362564,7072898512,3225514,1.36,8.9,8572100652,8568875138,265659.21,2657.59,8.9,129963603748,Linear,4.42,Below
ROI44251,CMP12029,2023-03-24,11026997,8025413,431545,346465,28083,284452707,2017776,4.68,71.85,743806338,741788562,36762.68,368.63,71.85,10054219494,Time Decay,3.42,At
ROI44252,CMP12424,2025-06-19,2598100,1635503,176773,133438,34823,847348059,399927,2.26,11.48,1026895447,1026495520,256670.72,2567.71,11.48,5968139855,Last Click,4.06,Above
ROI44253,CMP19721,2024-11-02,55512914,39879433,5603708,4434388,401001,7630247028,3897174,0.7,9.72,16348409769,16344512595,419393.97,4194.94,9.72,84698629218,Last Click,2.31,At
ROI44254,CMP19479,2023-07-18,36371893,25543715,1476822,1072649,359668,4142656024,4752387,3.22,13.21,15563913364,15559160977,327396.76,3274.97,13.21,94448457132,Position Based,1.66,At
ROI44255,CMP17712,2023-01-07,36553271,24492866,1768939,1324670,290064,3890048304,3889264,2.2,13.41,13494357408,13490468144,346864.29,3469.64,13.41,43643899632,Time Decay,2.0,At
ROI44256,CMP14609,2024-03-22,32408807,27903173,4067435,2980018,272795,9808889815,3203923,0.79,11.74,8157934475,8154730552,254523.3,2546.23,11.74,72317954500,Linear,3.63,At
ROI44257,CMP16923,2026-04-10,12825446,10693837,512935,422485,27786,1163899968,1537065,3.0,55.32,205255182,203718117,13253.71,133.54,55.32,1652127774,First Click,3.74,At
ROI44258,CMP13916,2023-09-12,1569697,1081565,111617,104732,17959,744113206,168875,1.51,9.4,158685724,158516849,93866.38,939.66,9.4,6974826625,First Click,4.97,Below
ROI44259,CMP10243,2023-07-08,9950064,8953866,1123668,1006565,263488,3647464384,1445372,1.29,5.49,10238616704,10237171332,708272.43,7083.72,5.49,121876637888,First Click,2.88,At
ROI44260,CMP10716,2025-10-15,25979374,19674995,2490584,2110377,308557,2471541570,2365643,0.95,7.67,7290276239,7287910596,308073.14,3081.73,7.67,73494883273,Last Click,1.61,At
ROI44261,CMP15891,2025-08-20,33876604,22694784,3101343,2174785,205844,9723041340,4897550,1.58,23.79,2260784652,2255887102,46061.54,461.62,23.79,67019924584,Time Decay,4.43,Below
ROI44262,CMP18831,2025-08-02,10251480,6796897,506057,444839,90619,3158162769,3306294,6.53,36.49,1334999108,1331692814,40277.51,403.78,36.49,29402059502,Time Decay,3.01,At
ROI44263,CMP19731,2025-11-11,55534887,45203915,1496068,1269223,145321,3912913246,3377540,2.26,23.24,2346498187,2343120647,69373.59,694.74,23.24,62299548663,Linear,4.89,At
ROI44264,CMP18700,2025-01-03,7391580,5341943,582147,465943,96960,4629549120,1290097,2.22,13.31,4383367680,4382077583,339670.4,3397.7,13.31,31249044480,Time Decay,3.14,Below
ROI44265,CMP15504,2023-04-06,67913703,45996980,4309654,3673971,509025,18413979375,4310074,1.0,8.47,9877121100,9872811026,229063.61,2291.64,8.47,114135621600,Time Decay,1.86,At
ROI44266,CMP11930,2023-05-19,6507716,5561661,188681,155517,45741,1563793308,950692,5.04,20.78,1293235293,1292284601,135930.94,1360.31,20.78,14755772154,Time Decay,4.73,Above
ROI44267,CMP17568,2024-06-02,4034187,2995695,91129,67270,10981,217083389,398459,4.37,36.29,156534155,156135696,39184.88,392.85,36.29,2347013054,Linear,2.34,Below
ROI44268,CMP13268,2024-11-02,51180451,34919741,3778576,3425664,308549,14268231407,3410057,0.9,11.05,4087040054,4083629997,119752.54,1198.53,11.05,107268911144,Last Click,3.33,Below
ROI44269,CMP13401,2024-05-04,26780546,16411373,786013,623313,171145,7226255335,1827061,2.32,10.68,7418622315,7416795254,405941.3,4060.41,10.68,18437964285,Position Based,3.68,At
ROI44270,CMP10764,2024-05-30,27246457,21165764,1970468,1466006,144368,992096896,1778303,0.9,12.32,3469740512,3467962209,195015.26,1951.15,12.32,8606353952,Position Based,3.83,At
ROI44271,CMP18835,2024-04-27,46860013,39181118,5600474,4483054,400537,17058069756,4909495,0.88,12.26,7778829077,7773919582,158344.59,1584.45,12.26,123354180964,Position Based,3.25,Below
ROI44272,CMP14272,2025-04-23,22497278,15604443,3535154,3215972,848231,4650850573,2622160,0.74,3.09,33532267892,33529645732,1278703.27,12788.03,3.09,138941934262,First Click,4.0,Below
ROI44273,CMP10655,2026-04-20,62645287,44458078,3563475,2586172,458722,22763620528,4219430,1.18,9.2,13498812294,13494592864,319820.28,3199.2,9.2,203732660582,Time Decay,1.75,At
ROI44274,CMP14548,2024-07-23,15533859,10112340,1030737,747979,74333,3548583087,2429595,2.36,32.69,2331603211,2329173616,95866.74,959.67,32.69,36996128764,Linear,3.6,Below
ROI44275,CMP11703,2023-10-26,36979626,25684531,2197434,1695685,155610,1178590140,3934063,1.79,25.28,2412888660,2408954597,61233.25,613.33,25.28,58702005180,Position Based,3.45,Below
ROI44276,CMP15385,2024-05-27,10074809,6264888,839550,749343,204062,9946185942,918763,1.09,4.5,9719268998,9718350235,1057764.65,10578.65,4.5,66168327872,Linear,1.92,Below
ROI44277,CMP10187,2023-08-27,16104605,9893689,1701755,1469231,165937,6357212407,2411586,1.42,14.53,1369312124,1366900538,56680.56,567.81,14.53,48105800048,Position Based,2.26,At
ROI44278,CMP17264,2023-09-03,10668866,8149171,201075,148332,23433,478431561,3427550,17.05,146.27,574506861,571079311,16661.44,167.61,146.27,11134353981,Last Click,2.02,Below
ROI44279,CMP17546,2025-03-13,9427162,8078946,192731,151127,13549,255859316,3228032,16.75,238.25,429272967,426044935,13198.29,132.98,238.25,1518666763,Last Click,1.57,Above
ROI44280,CMP11363,2023-08-22,38687366,34688937,2564134,1987581,636151,8684097301,3410445,1.33,5.36,7926441460,7923031015,232316.63,2324.17,5.36,207587522018,Time Decay,3.94,At
ROI44281,CMP11263,2024-12-05,17194453,12669133,696747,655274,153587,7040428080,1913888,2.75,12.46,1238679155,1236765267,64620.57,647.21,12.46,67643708062,Position Based,2.81,At
ROI44282,CMP13254,2023-11-14,39048875,27779091,1025573,881621,247156,5983893916,3755796,3.66,15.2,6373164616,6369408820,169588.79,1696.89,15.2,16448973268,Position Based,2.03,Below
ROI44283,CMP14689,2025-11-12,24037513,18190284,1762360,1559860,337436,5376030352,2220668,1.26,6.58,10648130416,10645909748,479401.23,4795.01,6.58,46063050924,Position Based,2.11,At
ROI44284,CMP10155,2025-09-14,16174930,11777940,1956520,1372596,395793,8240806053,2751943,1.41,6.95,19519323381,19516571438,709192.43,7092.92,6.95,33021009990,Position Based,4.63,Above
ROI44285,CMP19397,2025-10-02,33390439,24497761,555554,510855,51956,1691323668,2318937,4.17,44.63,2500850104,2498531167,107744.68,1078.45,44.63,23963198276,First Click,3.72,Above
ROI44286,CMP16529,2024-03-23,18008312,15384664,1333039,1155096,103794,5026016862,2401957,1.8,23.14,637191366,634789409,26428.01,265.28,23.14,40306842990,Linear,1.55,Above
ROI44287,CMP17761,2025-07-22,60172342,40670345,4471664,4185135,258148,6876288276,4020003,0.9,15.57,1791288972,1787268969,44459.39,445.59,15.57,76996513220,First Click,2.6,At
ROI44288,CMP12278,2024-11-02,15838695,12471780,1037086,985038,106601,4586401424,2173704,2.1,20.39,4731165582,4728991878,217554.55,2176.55,20.39,24611505875,Time Decay,2.25,Above
ROI44289,CMP16004,2024-07-28,30192362,25443698,2247900,1707086,346926,7145287896,4719869,2.1,13.6,6506250204,6501530335,137748.11,1378.48,13.6,29489056926,Linear,4.65,Below
ROI44290,CMP12473,2023-10-15,12078142,7368245,1274339,1090720,148560,5762939520,823803,0.65,5.55,3374540400,3373716597,409529.54,4096.3,5.55,16080580080,Linear,2.07,Below
ROI44291,CMP18315,2023-08-24,46605241,37941550,3241566,2295113,335819,11967245884,4409144,1.36,13.13,16501809841,16497400697,374163.35,3742.63,13.13,158087801707,Last Click,1.87,At
ROI44292,CMP11731,2023-06-12,22501463,18937626,923032,826310,98447,2473480875,3289708,3.56,33.42,4088799251,4085509543,124190.64,1242.91,33.42,20963697968,First Click,4.31,Above
ROI44293,CMP11187,2023-08-18,39912444,32663909,3183035,2636704,663613,13255669675,2862038,0.9,4.31,20319166447,20316304409,709854.46,7099.54,4.31,315899696390,Time Decay,1.8,Below
ROI44294,CMP12103,2023-10-01,6667298,5746355,176271,164044,40340,275562540,2188558,12.42,54.25,1820705560,1818517002,83092.02,831.92,54.25,11608480440,Last Click,1.67,At
ROI44295,CMP10123,2025-01-13,22172565,18502940,1072987,948134,100274,4747572804,2015780,1.88,20.1,872283526,870267746,43172.75,432.73,20.1,47988328728,Last Click,4.57,Below
ROI44296,CMP17132,2025-01-06,34019878,28765557,1786909,1474512,155128,5653639960,2551005,1.43,16.44,5278230200,5275679195,206807.87,2069.08,16.44,40245632680,Time Decay,2.74,At
ROI44297,CMP17263,2023-12-10,11082398,8544517,941191,780927,193170,5624724060,3676022,3.91,19.03,8289117870,8285441848,225391.52,2254.92,19.03,31902605010,Linear,1.68,Above
ROI44298,CMP10025,2024-02-07,23580723,19032179,1457159,1313756,232544,11023748320,2574550,1.77,11.07,1168766144,1166191594,45296.91,453.97,11.07,13567314592,Time Decay,3.23,At
ROI44299,CMP18746,2023-11-19,12701817,8756403,857369,775677,129251,2590190040,1146255,1.34,8.87,1185231670,1184085415,103300.35,1034.0,8.87,51378694261,Linear,4.54,At
ROI44300,CMP16209,2023-01-15,13455014,11836326,636686,504692,120278,1534627002,1308662,2.06,10.88,2055430742,2054122080,156963.53,1570.64,10.88,10198612176,Linear,2.96,Above
ROI44301,CMP12051,2024-07-14,6287827,5028961,393591,340415,90277,1051365942,2078486,5.28,23.02,1093254470,1091175984,52498.6,525.99,23.02,4590946558,Time Decay,3.23,At
ROI44302,CMP19368,2025-06-17,11175939,8666461,1070011,1003228,218842,6952829182,2148920,2.01,9.82,3851400358,3849251438,179124.93,1792.25,9.82,97909254274,Time Decay,2.78,At
ROI44303,CMP19233,2023-02-23,35081456,28461226,3198409,2484606,177621,8377139223,3042484,0.95,17.13,7215142641,7212100157,237046.44,2371.46,17.13,58641928392,Linear,2.07,At
ROI44304,CMP10940,2025-03-24,15638746,12800391,1060720,973025,264104,3481154824,2360153,2.23,8.94,5413867896,5411507743,229286.31,2293.86,8.94,76187665504,Last Click,2.02,At
ROI44305,CMP13817,2024-07-13,16402086,14007097,1052067,878804,252653,10874690426,3837870,3.65,15.19,10739015765,10735177895,279717.08,2798.17,15.19,16663728615,Time Decay,4.52,Below
ROI44306,CMP11849,2024-05-25,12306145,7501884,1235601,952021,168442,3160645688,1038846,0.84,6.17,7942714068,7941675222,764470.89,7645.71,6.17,83839478870,Linear,5.0,Above
ROI44307,CMP13469,2023-02-24,19875673,15520558,2505898,1894362,558657,6797179719,1702600,0.68,3.05,15326196138,15324493538,900064.23,9001.64,3.05,175675280220,Time Decay,4.65,At
ROI44308,CMP10691,2024-05-20,17469558,13106695,815039,760758,51139,634583851,2773016,3.4,54.23,1220329957,1217556941,43907.32,440.07,54.23,9535889330,Linear,2.8,Above
ROI44309,CMP17520,2026-01-29,41636106,31785739,806805,676854,139065,6553020930,3213838,3.98,23.11,5565381300,5562167462,173069.32,1731.69,23.11,54185981925,Linear,3.42,Above
ROI44310,CMP12162,2023-12-16,25886375,20538657,2903018,2456615,612843,27753208098,2784490,0.96,4.54,10847321100,10844536610,389462.22,3895.62,4.54,294474738558,Position Based,2.66,Above
ROI44311,CMP13918,2025-03-01,37086339,32521448,1765490,1361069,352800,6539853600,2867379,1.62,8.13,7749252000,7746384621,270155.59,2702.56,8.13,68567385600,Time Decay,1.71,Below
ROI44312,CMP12559,2024-09-19,1061961,666057,22564,20604,2666,53138712,76710,3.4,28.77,23692742,23616032,30786.12,308.86,28.77,1159302102,Time Decay,2.86,Below
ROI44313,CMP15807,2023-01-28,16551676,14854055,1080576,884075,200148,8152828632,2039938,1.89,10.19,8488877124,8486837186,416034.07,4161.34,10.19,38730039036,Last Click,2.88,At
ROI44314,CMP17821,2023-05-30,6991474,4765036,353925,266481,46497,816719805,677830,1.92,14.58,2255243991,2254566161,332615.28,3327.15,14.58,10789489359,First Click,4.62,Above
ROI44315,CMP19065,2024-01-06,6591097,5730935,474045,419325,55048,1444679712,775041,1.63,14.08,2068813936,2068038895,266829.61,2669.3,14.08,13100543232,Last Click,1.95,Above
